"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","38/5323","67/14636",0.000534201681950141,0.0150597738867415,0.0127513776093981,"ACER2/ATR/ATRX/BCL3/CASP2/CD44/CDKN1A/DDX5/FOXM1/GTSE1/ING4/KAT5/MDM2/MDM4/MSX1/MYO6/NBN/NDRG1/PAXIP1/PLK2/PLK3/PMAIP1/PPM1D/PSMD10/PTTG1IP/RPL26/RPS27L/SESN2/SNAI2/SOX4/SPRED1/TFAP4/TRIAP1/TWIST1/USP10/ZMPSTE24/ZNF385A/ZNHIT1",38
"GO:0090307","GO:0090307","mitotic spindle assembly","38/5323","67/14636",0.000534201681950141,0.0150597738867415,0.0127513776093981,"ARHGEF10/AURKB/BCCIP/BIRC5/CCDC61/CDC20/CDCA8/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/DRG1/HNRNPU/HSPA1A/HSPA1B/INCENP/KIF3B/KIF4A/KIF4B/KIFC1/KPNB1/LSM14A/MAP9/MYBL2/PIBF1/PLK1/POLDIP2/PRICKLE1/RANGRF/RHOA/SMC1A/SMC3/SPICE1/STAG1/UHRF1/WRAP73",38
"GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","30/5323","50/14636",0.000561713870735461,0.0157197881781004,0.0133102234141234,"ARCN1/ARF3/ARF4/ARF5/ATP9A/BET1L/COPE/COPG2/COPZ2/ERGIC1/ERGIC3/GBF1/GOLPH3/HTT/KDELR1/KDELR2/KDELR3/KIF1C/LMAN2/PICK1/RAB33B/RAB6B/RAB6C/RER1/RINT1/SCFD1/SCYL1/TAPBP/TMEM115/ZW10",30
"GO:0070972","GO:0070972","protein localization to endoplasmic reticulum","37/5323","65/14636",0.000572100844226213,0.0158944538895891,0.0134581159694404,"AKT1/ANK2/BAG6/BCAP31/CHMP4A/CHMP4B/EDEM1/FKRP/GBF1/GET4/GPAA1/HERPUD1/HSPA5/INSIG1/KDELR1/KDELR2/KDELR3/MAN1A1/MIA3/PDIA2/PPP1R15A/RAB10/RAB3GAP1/RER1/RYR2/SEC16A/SEC61A1/SEC61A2/SEC63/SGTA/SPCS1/SRP14/SRP68/SRPRB/TRAM1L1/UBL4A/ZFAND2B",37
"GO:0007033","GO:0007033","vacuole organization","103/5323","218/14636",0.000586331345199263,0.0160132499716663,0.0135587027187818,"ABCA1/ACP2/ANXA2/AP3B1/ARFIP2/ARL8B/ARSB/ATG10/ATG12/ATG13/ATG14/ATG16L1/ATG16L2/ATG4C/ATG4D/ATG7/ATP2A2/ATP6AP1/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V1A/ATP6V1F/ATP6V1H/BAG3/C9orf72/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CLN3/CLN5/CLN6/CREG1/CTSD/DNAJC16/EHMT2/EPHB2/FEZ1/GAA/GABARAPL1/GABARAPL3/GRN/HEXB/HOOK3/HPS1/IFT88/IRGM/LAMP1/LAMP2/LAMTOR1/LIPA/LRBA/MFN2/MTOR/NAGPA/NUPR1/PHF23/PI4KB/PIK3C2B/PIP4K2B/PIP4K2C/PPP3CB/RAB1B/RAB23/RAB33B/RAB3GAP1/RAB5A/RAB7A/RALB/SCARB2/SCFD1/SMCR8/SNAPIN/SPG11/SPNS1/SRPX/STBD1/TBC1D14/TFE3/TMEM106B/TMEM199/TMEM39A/TMEM41B/TMEM9/TP53INP1/TP53INP2/TPCN2/TRAF6/UBXN2B/ULK1/ULK3/VMP1/VPS18/VPS33A/VPS33B/VPS35/VPS4A/WIPI1/WIPI2/ZFYVE26",103
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","98/5323","206/14636",0.000587643309182366,0.0160132499716663,0.0135587027187818,"AKT1/ATXN3/AXIN1/BAG6/BCAP31/BTRC/CAMLG/CAV1/CCDC22/CDC20/CHFR/CLU/CSNK1D/CSNK2A1/CTSC/DAB2/DAB2IP/DDA1/DVL1/EFNA1/EIF3H/EPHA4/FBXW7/FHIT/FMR1/FZR1/GCLC/GLMN/GNA12/GPX1/GSK3A/HECTD1/HERPUD1/HSP90AB1/HSPA1A/HSPA1B/HSPBP1/KEAP1/L3MBTL3/LAMP3/MAGEF1/MAP1A/MDM2/N4BP1/NKD2/NUPR1/OGT/PARK7/PDCL3/PHF20L1/PITHD1/PKD1/PLK1/PLK3/PRICKLE1/PRKACA/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/PSMD14/PSME1/PSME3/PSMF1/QRICH2/RAD23A/RAD23B/RCHY1/RHBDF1/RNF185/RNFT2/RYBP/SGTA/SIRT2/SIRT6/SMARCC1/SOCS4/SUFU/SVIP/TMF1/TMX1/TRIB2/TRIB3/UBQLN4/UCHL5/UFL1/USP13/USP14/USP19/USP25/USP5/USP7/VCP/WAC/XPO1/ZER1/ZNF418",98
"GO:0071470","GO:0071470","cellular response to osmotic stress","29/5323","48/14636",0.000588906689098838,0.0160132499716663,0.0135587027187818,"AKR1B1/AQP1/ARHGEF2/BAD/BDKRB2/CAPN3/CASP3/CLN3/EFHD1/LETM1/LRRC8C/LRRC8D/MLST8/MTOR/MYLK/NFAT5/PCK1/RELB/RPTOR/SCN2A/SLC25A23/SLC2A1/SLC4A11/TRPV4/TSPO/USP15/XRCC5/XRCC6/ZFP36L1",29
"GO:0016482","GO:0016482","cytosolic transport","61/5323","119/14636",0.000606429165674739,0.0162965623222641,0.013798588310096,"ACTR2/ANKFY1/AP1G1/AP2A1/ARFIP1/ARFRP1/ARL8B/ATP9A/BAIAP3/BET1L/CLN3/CLN5/DCTN1/DENND2A/EVI5/GAK/GBF1/GCC2/GOLT1B/KIF1A/KIF1C/KIF5A/LAMP1/MECP2/MON2/PLEKHA3/PPFIA2/PREPL/RAB6B/RAB6C/RAB7A/RAB9A/RGP1/RHOBTB3/SNX12/SNX3/SNX32/SNX8/SORT1/SPAG9/STX16/SYT4/TANC2/TBC1D10B/TBC1D14/TBC1D5/TMEM87B/TPCN2/TRAPPC10/UBE2O/USP7/VAMP3/VPS26A/VPS26B/VPS35/VPS53/VTI1A/VTI1B/WIPF3/WIPI1/YKT6",61
"GO:0050000","GO:0050000","chromosome localization","54/5323","103/14636",0.000608078553171891,0.0162965623222641,0.013798588310096,"ACTR2/AURKB/BIRC5/BOD1/CCNB1/CDC42/CDCA5/CDCA8/CENPQ/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/FAM83D/GEM/HNRNPU/IFFO1/INCENP/KAT5/KATNB1/KIF22/KIF2C/KIFC1/KNTC1/KPNB1/MAPRE1/MIS12/MLH1/NSL1/NUDC/NUMA1/NUP98/PIBF1/PMF1/PSRC1/RCC2/RRS1/SEH1L/SIRT2/SKA1/SKA3/SPAG5/SPC24/SPC25/SPICE1/TRAPPC12/TTL/VPS4A/ZW10/ZWILCH/ZWINT",54
"GO:0006360","GO:0006360","transcription by RNA polymerase I","36/5323","63/14636",0.000612077458113207,0.0162965623222641,0.013798588310096,"BAZ1B/BEND3/CARM1/DDX21/DHX33/EIF2AK3/ERBB2/ERCC2/GTF2H1/HEATR1/MTOR/MYBBP1A/NCL/NOL11/PIH1D1/POLR1A/POLR1B/POLR1C/POLR1D/POLR1E/POLR2E/POLR2F/POLR2H/POLR2L/PWP1/SF3B1/SIRT7/SMARCA4/SMARCA5/SMARCB1/SPTY2D1/TCOF1/UBTF/UTP15/WDR43/ZMPSTE24",36
"GO:0072175","GO:0072175","epithelial tube formation","67/5323","133/14636",0.000627498789292365,0.0164919350836813,0.0139640138917918,"ABL1/ARHGAP35/BBS4/BMP4/BMP7/BRD2/CASP3/CECR2/CELSR1/CITED2/CTNNB1/DEAF1/DLC1/DVL1/DVL2/DVL3/FGF2/FGFR2/GDF7/GDNF/GLMN/HES5/HIF1A/IFT122/IFT172/IFT52/KAT2A/KDM2B/LMO4/LRP2/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NOG/OPA1/PFN1/PIK3CD/PRICKLE1/PRKACA/PRKACB/PROX1/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SIX1/SIX4/SKI/SOX8/SOX9/STIL/STK3/STK4/SUFU/TCTN1/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",67
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","73/5323","147/14636",0.000628018393901271,0.0164919350836813,0.0139640138917918,"ABL1/ACTB/ACTL6A/ACTR2/ARID2/BRCA1/CHD4/DMAP1/EPC2/FANCB/FEN1/FUS/GEN1/GINS4/HELB/HTATSF1/HUS1/INO80/INTS3/KAT5/KLHL15/MAD2L2/MAGEF1/MCM2/MCM3/MCM4/MCM6/MCM7/MEAF6/MMS22L/MORF4L2/MUS81/NBN/PARP1/PIAS4/POLN/PPP4R2/PSMD14/RAD51AP1/RAD51C/RAD51D/RAD54B/RBBP8/RECQL5/REV3L/RFWD3/RMI2/RNF169/RPA1/RPA2/RPA4/RUVBL1/RUVBL2/SAMHD1/SENP3/SETD2/SFPQ/SIRT6/SWSAP1/TERF2IP/TIMELESS/TOPBP1/TP53BP1/TRRAP/UBE2N/UBQLN4/UHRF1/WDR48/XRCC2/XRCC3/ZFYVE26/ZMYND8/ZSWIM7",73
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","97/5323","204/14636",0.000638191188866609,0.0165326014737472,0.0139984468454098,"ABCC6/ADA/ADCY10/AK1/AK3/AK4/ALDOA/ALDOC/APP/ATP6V0C/ATP6V1A/ATP6V1B1/ATP6V1B2/BAD/BEND3/CTNS/DDIT4/DHTKD1/DNAJC30/EIF6/ENO1/ENO3/ENTPD7/FIS1/FKRP/FOXK1/FOXK2/GIT1/GPI/GTPBP1/HIF1A/HK1/HSPA1A/HSPA1B/HSPA8/IER3/INSR/LIPA/MLST8/MTOR/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFB9/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NME1/NME2/NME5/NT5E/NUDT16/NUDT5/NUPR1/OGDH/OGT/OLA1/OPA1/PARP1/PFKL/PGAM1/PPARA/PPARGC1A/PPP2CA/PRKAA2/PRKACA/RAB23/RAN/RHOQ/RPTOR/SAMHD1/SDHC/SIRT6/SLC25A13/SLC25A25/SLC2A6/SPHK2/STAT3/TGFB1/TMSB4X/TPI1/TSPO/UCP2/VCP/ZBTB7A",97
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","97/5323","204/14636",0.000638191188866609,0.0165326014737472,0.0139984468454098,"ABCC6/ADCY10/AK1/AK3/AK4/ALDOA/ALDOC/APP/ATP6V0C/ATP6V1A/ATP6V1B1/ATP6V1B2/BAD/BEND3/CAD/CTNS/CTPS2/DDIT4/DHTKD1/DNAJC30/EIF6/ENO1/ENO3/ENTPD4/ENTPD7/FIS1/FKRP/FOXK1/FOXK2/GIT1/GPI/GTPBP1/HIF1A/HK1/HSPA1A/HSPA1B/HSPA8/IER3/INSR/LIPA/MLST8/MTOR/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFB9/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NME1/NME2/NME5/NT5E/NUDT5/NUPR1/OGDH/OGT/OLA1/OPA1/PARP1/PFKL/PGAM1/PPARA/PPARGC1A/PPP2CA/PRKAA2/PRKACA/RAB23/RAN/RHOQ/RPTOR/SDHC/SIRT6/SLC25A13/SLC25A25/SLC2A6/SPHK2/STAT3/TGFB1/TMSB4X/TPI1/TSPO/UCP2/VCP/ZBTB7A",97
"GO:0002183","GO:0002183","cytoplasmic translational initiation","25/5323","40/14636",0.00068496966677099,0.0176253268617448,0.014923676809055,"DENR/EIF2AK4/EIF2B1/EIF2B2/EIF2B4/EIF2B5/EIF2S2/EIF3A/EIF3B/EIF3G/EIF3H/EIF3I/EIF3J/EIF4A2/EIF4G1/EIF5/IMPACT/METTL3/MIF4GD/MTOR/NCBP1/NCK1/RBM4/SLBP/YTHDF2",25
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","34/5323","59/14636",0.000698212075756368,0.0178463006563328,0.0151107792395273,"ABL1/ACTB/ACTL6A/ACTR2/ARID2/DMAP1/EPC2/FANCB/FUS/HELB/KAT5/KLHL15/MAD2L2/MAGEF1/MEAF6/MORF4L2/PARP1/PIAS4/PPP4R2/RAD51AP1/RECQL5/RMI2/RPA2/RUVBL1/RUVBL2/SENP3/SETD2/SIRT6/TERF2IP/TIMELESS/TP53BP1/TRRAP/UBQLN4/WDR48",34
"GO:0007035","GO:0007035","vacuolar acidification","23/5323","36/14636",0.000715448831417837,0.0181657670175893,0.0153812770727962,"ATP6AP1/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E2/ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1F/ATP6V1H/CLN3/CLN5/CLN6/CREG1/DMXL2/GRN/LAMP1/LAMP2/SNAPIN/TMEM106B/TMEM199/TMEM9",23
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","21/5323","32/14636",0.000723395034112525,0.0182466878999172,0.0154497942188575,"BAZ1B/CARM1/DDX21/DHX33/EIF2AK3/ERBB2/HEATR1/MTOR/MYBBP1A/NCL/NOL11/PIH1D1/PWP1/SF3B1/SIRT7/SMARCA4/SMARCA5/SMARCB1/UBTF/UTP15/WDR43",21
"GO:0009451","GO:0009451","RNA modification","74/5323","150/14636",0.00073753682494627,0.0184818051427712,0.0156488721577867,"ADAR/ADARB1/ADAT2/AKT1/ALKBH1/ALKBH5/ALKBH8/APOBEC3F/APOBEC3G/DKC1/DPH3/DTWD2/DUS1L/DUS3L/ELP2/ELP4/EMG1/FBL/FBLL1/FTO/FTSJ1/FTSJ3/GTPBP3/HSD17B10/LARP7/LCMT2/MEPCE/METTL1/METTL2B/METTL3/METTL6/MOCS3/NAT10/NHP2/NOP10/NOP2/NSUN2/NSUN5/NSUN6/OSGEPL1/PARN/PCIF1/PUS1/PUS7/RBM15/RBM15B/RBM33/RPUSD1/RPUSD4/SNRPB/SNRPD1/SNRPD2/SNRPD3/TARBP1/TFB1M/THADA/THG1L/THUMPD2/TRIT1/TRMT1/TRMT11/TRMT112/TRMT2B/TRMT61A/TRMU/TRUB1/TRUB2/TYW1B/TYW3/TYW5/URM1/WDR4/WDR6/ZC3H13",74
"GO:0043489","GO:0043489","RNA stabilization","33/5323","57/14636",0.000744260227541245,0.0185291799506048,0.015688985247691,"ANGEL2/CIRBP/CSDE1/DHX9/DKC1/E2F1/ELAVL1/FUS/GDNF/HNRNPA0/HNRNPD/HNRNPU/IGF2BP1/IGF2BP2/LARP1/LARP1B/LARP4B/MAPKAPK2/METTL1/NSUN2/PABPC1/PAIP1/PARN/PHAX/QKI/RBM10/RBM24/SYNCRIP/TIRAP/TRAF2/TRAF5/YBX1/ZFP36",33
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","38/5323","68/14636",0.000789685444669617,0.0195332515797633,0.0165391505016034,"ANGEL2/CIRBP/CSDE1/DHX34/DHX9/DKC1/E2F1/ELAVL1/FMR1/FUS/GDNF/HNRNPA0/HNRNPD/HNRNPU/IGF2BP1/IGF2BP2/LARP1/LARP1B/LARP4B/MAPKAPK2/METTL1/NSUN2/PABPC1/PAIP1/PARN/PHAX/QKI/RBM10/RBM24/SECISBP2/SLIRP/SYNCRIP/TIRAP/TOB1/TRAF2/TRAF5/YBX1/ZFP36",38
"GO:0051225","GO:0051225","spindle assembly","61/5323","120/14636",0.000800414593694312,0.0196717278988717,0.0166564008566347,"ARHGEF10/ASPM/AURKB/BCCIP/BIRC5/CCDC61/CCDC69/CDC20/CDCA8/CEP63/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CSNK1D/DDB1/DRG1/HAUS2/HAUS3/HAUS4/HAUS7/HNRNPU/HSPA1A/HSPA1B/INCENP/INO80/KIF3B/KIF4A/KIF4B/KIFC1/KPNB1/LSM14A/MAP9/MAPRE1/MAPRE2/MLH1/MYBL2/NUMA1/PIBF1/PLK1/POLDIP2/PRICKLE1/RANGRF/RCC1/RHOA/RNF4/SAC3D1/SENP6/SMC1A/SMC3/SPAG5/SPICE1/STAG1/STARD9/STIL/TUBB/TUBGCP5/UHRF1/WRAP73",61
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","70/5323","141/14636",0.000810971179861566,0.0198042261375111,0.0167685894649217,"ADAM17/ARID4A/ARID4B/AXIN1/BMP2/BRMS1/BRMS1L/CAV2/CDH3/CDKN1C/CDKN2B/CHST11/CITED2/DKK3/EID2/FAM89B/FBN1/FBN2/FERMT1/FKBP1A/GLG1/HDAC1/HSP90AB1/HSPA1A/HSPA5/HTRA1/IL17RD/ING1/ING2/ITGA3/ITGA8/LATS2/LTBP1/LTBP4/MEN1/MTMR4/NPNT/OGT/ONECUT2/PDPK1/PEG10/PPARA/PPARG/PPM1A/RASL11B/RBBP4/RBBP7/SAP30/SAP30L/SDCBP/SIN3A/SKI/SLC2A10/SMAD2/SMAD6/SNX25/SPRED1/SPRY2/STRAP/TET1/TGFB1/TGFBR3/TRIM33/TSC22D1/USP15/ZBTB7A/ZEB1/ZEB2/ZNF451/ZNF703",70
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","94/5323","198/14636",0.000817433966758462,0.0198357077756452,0.0167952455262032,"ABCC6/ADCY10/AK1/AK3/AK4/ALDOA/ALDOC/APP/ATP6V0C/ATP6V1A/ATP6V1B1/ATP6V1B2/BAD/BEND3/CTNS/DDIT4/DHTKD1/DNAJC30/EIF6/ENO1/ENO3/ENTPD7/FIS1/FKRP/FOXK1/FOXK2/GIT1/GPI/GTPBP1/HIF1A/HK1/HSPA1A/HSPA1B/HSPA8/IER3/INSR/LIPA/MLST8/MTOR/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFB9/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NME1/NME2/NME5/NT5E/NUDT5/NUPR1/OGDH/OGT/OLA1/OPA1/PARP1/PFKL/PGAM1/PPARA/PPARGC1A/PPP2CA/PRKAA2/PRKACA/RAB23/RAN/RHOQ/RPTOR/SDHC/SIRT6/SLC25A13/SLC25A25/SLC2A6/SPHK2/STAT3/TGFB1/TMSB4X/TPI1/TSPO/UCP2/VCP/ZBTB7A",94
"GO:2000736","GO:2000736","regulation of stem cell differentiation","42/5323","77/14636",0.000840165396658911,0.0202093351368188,0.0171116024385551,"ABL1/CDK12/CDK6/CHD4/EIF2AK2/FGF2/GATAD2A/GATAD2B/GDNF/HDAC1/HES1/HES5/HNRNPU/JAG1/KAT5/KDM3A/LTBP3/MBD3/METTL3/MTA2/MTCH2/N4BP2L2/NSUN2/PDGFRA/PRICKLE1/PUS7/PWP1/RBBP4/RBBP7/RBM24/SETD1A/SIRT6/SLC4A11/SMYD5/SOX5/SOX9/STAT3/TGFBR2/TRIM6/YAP1/YTHDF2/ZFP36",42
"GO:0014020","GO:0014020","primary neural tube formation","50/5323","95/14636",0.000848644485401102,0.0202093351368188,0.0171116024385551,"ABL1/ARHGAP35/BBS4/BMP4/BMP7/BRD2/CASP3/CECR2/CELSR1/CITED2/DEAF1/DLC1/DVL1/DVL2/DVL3/GLMN/HIF1A/IFT122/IFT172/KAT2A/KDM2B/LMO4/LRP2/MED12/MTHFD1/MTHFD1L/MTHFR/NOG/OPA1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SKI/STIL/SUFU/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",50
"GO:0051303","GO:0051303","establishment of chromosome localization","50/5323","95/14636",0.000848644485401102,0.0202093351368188,0.0171116024385551,"AURKB/BIRC5/BOD1/CCNB1/CDC42/CDCA5/CDCA8/CENPQ/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/FAM83D/GEM/HNRNPU/INCENP/KAT5/KIF22/KIF2C/KIFC1/KNTC1/KPNB1/MAPRE1/MIS12/MLH1/NSL1/NUDC/NUMA1/PIBF1/PMF1/PSRC1/RCC2/RRS1/SEH1L/SIRT2/SKA1/SKA3/SPAG5/SPC24/SPC25/SPICE1/TRAPPC12/TTL/VPS4A/ZW10/ZWILCH/ZWINT",50
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","88/5323","184/14636",0.000884112641642099,0.0209239991855297,0.0177167211619508,"ABCA2/ADAM9/AKT1/ATG7/ATXN3/AXIN1/BAG6/BCAP31/CAV1/CDC20/CHFR/CLU/CSNK1D/CSNK2A1/CUL4A/CUL4B/DAB2/DAB2IP/DDA1/DDB1/DTL/DVL1/FBXL5/FBXW7/FMR1/FURIN/FZR1/GCLC/GPC3/GSK3A/HECTD1/HERPUD1/HSP90AA1/HSPA1A/HSPA1B/HSPBP1/IER3/KEAP1/LDLR/LPCAT1/LRP1/LRP2/MDM2/MSN/MYLIP/NDFIP1/NKD2/NSF/NUPR1/PACSIN3/PLK1/PLK2/PLK3/PRICKLE1/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/RAB7A/RAD23A/RCHY1/RDX/RGMA/RHBDD3/RNF128/RNF185/RNF41/RNFT2/SGSM3/SGTA/SH3D19/SIRT2/SIRT6/SNF8/SOCS4/SORL1/SOX9/TMX1/TNFAIP3/TRIB2/TRIB3/USP13/USP5/VCP/VGLL4/VPS35/ZER1",88
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","80/5323","165/14636",0.000895321706104959,0.0209664164994412,0.0177526366538387,"ADCY10/AKT1/ARHGEF2/ATAD5/BAD/BAX/BCAP31/BCL2L1/BCL2L11/BCL2L2/BDKRB2/BID/CAV1/CD44/CLU/CREB3/CREB3L1/CTNNB1/CXCL12/CYLD/DDIT3/EIF2AK3/EIF5A/ENO1/FBXO7/FBXW7/FIS1/GATA4/GPX1/GRINA/HDAC1/HELLS/HERPUD1/HIF1A/HNRNPK/HSPA1A/HSPB1/ING2/IVNS1ABP/MDM2/MMP2/MSX1/MYC/NCK1/NDUFS3/NME5/NOC2L/NONO/NUPR1/OPA1/PARK7/PARP1/PDX1/PIAS4/PIK3CB/PLAGL2/PLEKHF1/PMAIP1/PPIA/PPIF/PRKRA/PTPN1/PTPN2/PTTG1IP/RPL26/SERINC3/SFPQ/SNAI2/SOD1/STYXL1/TAF9B/TMBIM6/TRAP1/TRIAP1/TXNDC12/URI1/USP15/USP47/XBP1/ZNF385A",80
"GO:0032386","GO:0032386","regulation of intracellular transport","112/5323","242/14636",0.000896842020320386,0.0209664164994412,0.0177526366538387,"ABCA2/ACTN2/AKAP5/ANP32B/ANXA2/ANXA2P2/ARFIP1/ARV1/ATP9A/BAG3/BCAP31/BMP4/BRSK2/BVES/CAPN10/CDC42/CDH1/CDK5/CHP2/CRYAB/DAB2/DHX9/DMAP1/DNAJC27/EDEM1/EHD1/EMD/ERGIC3/FERMT1/FEZ1/GAS6/GCC2/HSP90AA1/HYAL2/IER3/INSIG1/IPO5/KHDRBS1/LAMP1/LCP1/LDLRAP1/MAP1B/MAPK1/MAPK3/MAVS/MDFIC/MDM2/MECP2/MSN/MTMR2/MYLK2/NDRG4/NEAT1/NF2/NSUN2/NUMA1/NUP214/NUP54/PARK7/PCNT/PGAP1/PIK3R1/PKIG/PLK3/PPM1A/PRKACA/PRR5L/PTPN1/PTPN11/RAB11B/RAB11FIP3/RAB23/RAN/RANGAP1/RAPGEF3/RBM22/RBM4/RDX/REEP2/REEP5/RINT1/SAR1A/SAR1B/SCFD1/SETD2/SFN/SIRT6/SIRT7/SLC35D3/SNAPIN/SNX12/SNX3/SORL1/SPAG5/SUFU/SUPT6H/SVIP/TGFB1/THOC2/TMEM30A/TMEM97/TRIM28/UBE2G2/USP7/VAMP2/VPS35/XPO1/XPO4/YOD1/YWHAE/ZC3H12A/ZFAND1",112
"GO:0006400","GO:0006400","tRNA modification","41/5323","75/14636",0.000908587510744358,0.0211122697951143,0.0178761332257454,"ADAT2/AKT1/ALKBH1/ALKBH8/DPH3/DTWD2/DUS1L/DUS3L/ELP2/ELP4/FTSJ1/GTPBP3/HSD17B10/LCMT2/METTL1/METTL2B/METTL6/MOCS3/NAT10/NSUN2/NSUN6/OSGEPL1/PUS1/PUS7/RPUSD4/TARBP1/THADA/THG1L/THUMPD2/TRIT1/TRMT1/TRMT112/TRMT61A/TRMU/TRUB1/TYW1B/TYW3/TYW5/URM1/WDR4/WDR6",41
"GO:0048864","GO:0048864","stem cell development","45/5323","84/14636",0.000929886878863965,0.021477025864846,0.0181849786583162,"ALDH1A2/BMP4/BMP7/CDC42/CITED2/CORO1C/EDNRA/EDNRB/FGF2/FN1/GBX2/GDNF/HAND2/HES1/HIF1A/JAG1/KBTBD8/KITLG/LAMA5/MAPK1/MAPK3/MSI2/NOLC1/NRP2/NRTN/PDCD6/PEF1/SEMA3D/SEMA3E/SEMA3F/SEMA4C/SEMA4F/SEMA4G/SEMA5B/SEMA6A/SEMA6B/SEMA6D/SETD2/SNAI2/SOX8/SOX9/TAPT1/TBX1/TCOF1/TWIST1",45
"GO:1990928","GO:1990928","response to amino acid starvation","29/5323","49/14636",0.000944668042551279,0.0215929893465787,0.0182831669947145,"ATF3/ATXN3/CDKN1A/DEPDC5/EIF2A/EIF2AK2/EIF2AK3/EIF2AK4/FAS/GPR155/IMPACT/ITFG2/KPTN/LARP1/MAPK1/MAPK3/MTOR/NPRL3/PEX2/RNF152/RNF167/RRAGA/RRAGC/RRAGD/SEH1L/SESN2/SESN3/SLC38A2/UCP2",29
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","82/5323","170/14636",0.000946171677158378,0.0215929893465787,0.0182831669947145,"ATR/ATRIP/AURKB/BABAM1/BIRC5/BRCA1/BRCC3/BRIP1/BRSK1/CASP2/CCNB1/CCND1/CCNG1/CDC20/CDC6/CDCA8/CDK5RAP3/CDKN1A/CEP63/CHFR/CUL4A/DNA2/DOT1L/DTL/DYNC1LI1/E2F1/EIF2AK4/EME1/EME2/FZR1/GEN1/GTSE1/HUS1/IER3/IK/INCENP/INTS3/INTS7/KNTC1/MAD2L2/MBTPS2/MDM2/MSH2/MUS81/NAE1/NBN/NEK11/NSUN2/ORC1/PLK1/PLK2/PLK3/PROX1/PRPF19/PTPN11/RAD50/RBBP8/RFWD3/RINT1/RNASEH2B/RPA2/RPA4/RPL26/RPS27L/SPC24/SPC25/TELO2/TIMELESS/TIPRL/TOPBP1/TP53BP1/TRIAP1/TRIP13/UFL1/USP28/VPS4A/WAC/XPC/XRCC3/ZW10/ZWILCH/ZWINT",82
